VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,duration,is_weekend
2,1,3.76,1,N,162,7,1,15,0.5,0.5,3.26,0,0.3,19.56,16.533333333333335,0
2,1,4.03,1,N,113,145,1,16,0,0.5,4.51,5.76,0.3,27.07,17.583333333333332,1
1,1,0.7,1,N,148,114,1,6,0,0.5,1.35,0,0.3,8.15,6.483333333333333,0
2,5,0.73,1,N,113,107,1,6,0,0.5,1.36,0,0.3,8.16,6.983333333333333,0
2,1,1.92,1,N,79,68,1,10.5,0,0.5,2.26,0,0.3,13.56,13.7,0
2,1,1.05,1,N,68,164,1,9,0,0.5,1.96,0,0.3,11.76,12.55,0
2,1,4.63,1,N,238,90,1,17.5,0,0.5,3,0,0.3,21.3,19,0
1,1,2.4,1,N,238,163,1,13.5,0,0.5,2.85,0,0.3,17.15,19.433333333333334,0
1,1,1.5,1,N,100,142,1,11,0,0.5,2.35,0,0.3,14.15,16.15,0
2,6,1.04,1,N,79,137,1,5,0.5,0.5,1.26,0,0.3,7.56,3.466666666666667,0
1,1,0.9,1,N,137,100,1,11.5,0,0.5,2.45,0,0.3,14.75,18.55,0
1,1,8.5,1,N,48,243,1,24,0.5,0.5,5.05,0,0.3,30.35,12.933333333333334,0
1,1,3.7,1,N,137,142,1,20.5,0,0.5,4.25,0,0.3,25.55,29.616666666666667,0
1,1,2.2,1,N,170,236,1,10.5,0.5,0.5,1.77,0,0.3,13.57,10.95,1
1,1,2.9,1,N,163,79,1,12,0.5,0.5,2,0,0.3,15.3,14.083333333333334,0
2,1,3.58,1,N,148,161,1,12.5,0.5,0.5,2.76,0,0.3,16.56,10.683333333333334,0
1,1,2,1,N,236,142,1,11.5,0,0.5,2.45,0,0.3,14.75,14.383333333333333,0
2,5,2.85,1,N,164,142,1,16.5,0,0.5,4.32,0,0.3,21.62,24.933333333333334,0
2,1,1.23,1,N,50,161,1,7,0,0.5,1.56,0,0.3,9.36,7.283333333333333,1
2,1,0.76,1,N,137,170,1,5,0.5,0.5,1.26,0,0.3,7.56,4.1,0
2,6,3.47,1,N,226,161,1,13,0,0.5,2.2,0,0.3,16,12.666666666666666,1
2,1,0.43,1,N,170,170,1,5.5,0,0.5,1.26,0,0.3,7.56,6.466666666666667,0
2,1,0.87,1,N,114,211,1,5,0.5,0.5,1.89,0,0.3,8.19,5.85,1
2,5,3.58,1,N,48,151,1,12.5,0.5,0.5,2.76,0,0.3,16.56,9.716666666666667,0
2,1,1.19,1,N,141,262,1,6,0.5,0.5,1.46,0,0.3,8.76,4.6,1
1,2,4.1,1,N,79,262,1,13.5,0.5,0.5,2.95,0,0.3,17.75,11.9,0
2,1,0.44,1,N,230,100,1,4.5,0,0.5,1.06,0,0.3,6.36,4.5,0
2,5,0.98,1,N,164,162,1,6.5,0,0.5,1.46,0,0.3,8.76,8.066666666666666,0
1,1,1.5,1,N,166,43,1,9,0,0.5,1.96,0,0.3,11.76,10.083333333333334,0
2,1,1.92,1,N,237,107,1,10.5,0.5,0.5,2.36,0,0.3,14.16,14.1,0
2,1,0.91,1,N,114,107,1,7.5,0.5,0.5,1.76,0,0.3,10.56,9.55,1
1,1,4.3,1,N,186,261,1,25.5,0,0.5,5.25,0,0.3,31.55,38.2,0
2,3,0.37,1,N,161,161,1,4.5,0,0.5,1.59,0,0.3,6.89,4.133333333333334,0
1,1,5.1,1,N,137,13,1,16,0.5,0.5,3.45,0,0.3,20.75,10.6,0
2,1,0.61,1,N,113,234,1,4.5,0,0.5,1.32,0,0.3,6.62,3.533333333333333,0
1,1,3.5,1,N,13,186,1,15.5,0,0.5,4.85,0,0.3,21.15,17.95,0
2,1,3.61,1,N,100,13,1,17,0,0.5,3.56,0,0.3,21.36,22.3,0
1,1,2.4,1,N,237,48,1,13,0,0.5,2,0,0.3,15.8,17.566666666666666,0
1,1,0.7,1,N,107,170,1,5,0.5,0.5,1.25,0,0.3,7.55,4.083333333333333,0
2,1,0.58,1,N,238,239,1,4,0,0.5,1.2,0,0.3,6,2.8,0
1,1,1.8,1,N,234,48,1,9,0,0.5,2.94,0,0.3,12.74,10.433333333333334,0
2,1,1.16,1,N,107,100,1,8.5,0,0.5,1.86,0,0.3,11.16,10.866666666666667,1
1,1,10.2,1,N,138,163,1,35,0,0.5,6,5.76,0.3,47.56,42.916666666666664,0
2,1,1.15,1,N,13,231,1,6,0,0.5,1.7,0,0.3,8.5,4.883333333333334,0
2,1,1.52,1,N,141,236,1,11.5,0,0.5,2.7,0,0.3,15,16.116666666666667,0
2,2,1.19,1,N,236,262,1,7,0.5,0.5,1,0,0.3,9.3,6.766666666666667,1
2,3,0.83,1,N,79,148,1,6.5,0.5,0.5,1.56,0,0.3,9.36,6.283333333333333,1
1,1,1.6,1,N,234,161,1,7,0,0.5,1.95,0,0.3,9.75,5.066666666666666,1
2,1,16.72,3,N,107,1,1,69,0,0,17.36,17.5,0.3,104.16,46.05,1
2,1,1.42,1,N,114,90,1,7,0,0.5,1.56,0,0.3,9.36,6.533333333333333,1
1,1,1.6,1,N,13,87,1,7.5,0.5,0.5,2,0,0.3,10.8,5.65,0
1,1,1.5,1,N,107,161,1,7.5,0,0.5,0.83,0,0.3,9.13,6.85,0
2,1,0.71,1,N,230,48,1,5,0.5,0.5,0.94,0,0.3,7.24,4.683333333333334,0
1,1,1.7,1,N,142,236,1,8.5,0.5,0.5,1.47,0,0.3,11.27,9.316666666666666,0
1,1,6.4,1,N,161,13,1,21,0,0.5,4.35,0,0.3,26.15,17.116666666666667,1
1,2,1,1,N,142,239,1,5.5,0.5,0.5,1.36,0,0.3,8.16,4.75,0
2,6,0.73,1,N,237,161,1,8.5,0,0.5,1.4,0,0.3,10.7,12.75,0
2,1,3.82,1,N,237,249,1,17,0.5,0.5,3.66,0,0.3,21.96,24.916666666666668,0
2,1,0.9,1,N,186,137,1,8,0,0.5,1.76,0,0.3,10.56,10.916666666666666,1
1,1,5.5,1,N,13,170,1,20,0,0.5,5.2,0,0.3,26,20.566666666666666,0
1,1,4.7,1,N,249,262,1,19.5,0.5,0.5,2.08,0,0.3,22.88,24.05,0
1,1,1.6,1,N,237,239,1,8.5,0,0.5,1.85,0,0.3,11.15,10.15,1
2,2,2.3,1,N,238,262,1,11.5,0.5,0.5,1.92,0,0.3,14.72,13.766666666666667,0
2,1,4.6,1,N,79,255,1,17,0.5,0.5,3.66,0,0.3,21.96,16.55,1
2,5,2.64,1,N,125,48,1,12,0,0.5,2.56,0,0.3,15.36,13.2,0
2,1,2.18,1,N,43,230,1,11,0,0.5,2.36,0,0.3,14.16,14.433333333333334,1
2,1,13.76,1,N,132,256,1,48,0,0.5,5,0,0.3,53.8,61.333333333333336,0
2,5,1.27,1,N,79,249,1,8,0.5,0.5,0.5,0,0.3,9.8,10.283333333333333,0
1,1,1.3,1,N,170,50,1,13,0,0.5,2.75,0,0.3,16.55,20.766666666666666,0
2,1,7.22,1,N,237,88,1,22,0.5,0.5,2.5,0,0.3,25.8,15.333333333333334,1
1,1,0.8,1,N,239,238,1,5,0,0.5,1.45,0,0.3,7.25,3.566666666666667,0
1,1,0.8,1,N,79,107,1,4.5,0,0.5,1,0,0.3,6.3,2.7333333333333334,0
1,1,5.8,1,N,186,40,1,19.5,0.5,0.5,4,0,0.3,24.8,19.383333333333333,0
1,1,1.2,1,N,234,158,1,6.5,0.5,0.5,1.55,0,0.3,9.35,7.3,1
1,1,1.9,1,N,231,68,1,8,0.5,0.5,1.85,0,0.3,11.15,7.3,1
2,1,3.5,1,N,237,151,1,17.5,0,0.5,3.66,0,0.3,21.96,22.383333333333333,1
2,2,1.55,1,N,151,236,1,7,0,0.5,1.17,0,0.3,8.97,5.766666666666667,1
2,1,4.04,1,N,255,25,1,13.5,0.5,0.5,2.96,0,0.3,17.76,9.133333333333333,1
2,1,3.33,1,N,100,140,1,16,0,0.5,3.36,0,0.3,20.16,21.783333333333335,0
1,1,1.6,1,N,236,238,1,7,0.5,0.5,1,0,0.3,9.3,6.75,0
2,1,1.28,1,N,162,48,1,9,0,0.5,2.94,0,0.3,12.74,12.033333333333333,1
1,1,1.2,1,N,161,237,1,8,0,0.5,2,0,0.3,10.8,10.95,0
1,1,1.7,1,N,158,79,1,11,0,0.5,2.35,0,0.3,14.15,15.983333333333333,1
1,1,0.6,1,N,100,230,1,5,0,0.5,1.16,0,0.3,6.96,4.766666666666667,0
1,1,1.2,1,N,229,140,1,6,0,0.5,1.35,0,0.3,8.15,6.3,0
2,1,2.55,1,N,75,142,1,11.5,0,0.5,2.46,0,0.3,14.76,13.516666666666667,0
1,1,1.2,1,N,142,163,1,7.5,0,0.5,1.65,0,0.3,9.95,9.5,0
2,1,0.97,1,N,125,249,1,6,0,0.5,1.36,0,0.3,8.16,5.85,0
2,1,1.89,1,N,90,137,1,8.5,0.5,0.5,2.45,0,0.3,12.25,8.066666666666666,0
1,1,5.9,1,Y,88,68,1,19.5,0,0.5,4.8,0,0.3,25.1,17.6,0
1,1,1.6,1,N,186,161,1,11.5,0.5,0.5,2.55,0,0.3,15.35,16.85,0
2,1,0.61,1,N,186,186,1,5.5,0.5,0.5,1.36,0,0.3,8.16,5.65,1
2,2,1.4,1,N,162,163,1,8.5,0,0.5,1.86,0,0.3,11.16,11,1
1,1,0.9,1,N,107,170,1,6,0,0.5,1,0,0.3,7.8,5.866666666666666,0
1,1,1.7,1,N,100,143,1,9,0,0.5,1.95,0,0.3,11.75,11.6,0
2,1,2.84,1,N,233,236,1,10.5,0,0.5,2.82,0,0.3,14.12,10.1,1
2,3,0.61,1,N,186,170,1,5,0.5,0.5,1.89,0,0.3,8.19,4.55,0
2,1,1.29,1,N,246,68,1,6.5,0.5,0.5,1.95,0,0.3,9.75,5.35,0
2,1,1.15,1,N,237,161,1,8.5,0,0.5,1.86,0,0.3,11.16,11.533333333333333,0
2,1,0.72,1,N,237,141,1,9,0,0.5,2.45,0,0.3,12.25,13.45,0
2,2,1.14,1,N,114,107,1,6,0.5,0.5,1.46,0,0.3,8.76,4.95,0
2,1,0.47,1,N,148,144,1,4.5,0,0.5,1.32,0,0.3,6.62,4,0
2,1,1.63,1,N,236,74,1,8,0,0.5,1.76,0,0.3,10.56,9.316666666666666,1
1,1,0.6,1,N,234,234,1,4,0,0.5,0.95,0,0.3,5.75,2.45,0
1,1,1,1,N,141,233,1,6.5,0,0.5,1.45,0,0.3,8.75,6.85,1
2,4,1.14,1,N,137,229,1,6.5,0.5,0.5,1.56,0,0.3,9.36,5.35,0
2,1,2.23,1,N,43,230,1,13,0,0.5,3.45,0,0.3,17.25,17.25,1
1,1,2.8,1,N,97,225,1,11.5,0.5,0.5,2.55,0,0.3,15.35,13.1,1
1,1,2.9,1,N,164,148,1,16,0,0.5,3,0,0.3,19.8,23.566666666666666,0
2,2,2.03,1,N,48,236,1,11,0,0.5,1.77,0,0.3,13.57,13.25,0
2,1,11.5,1,N,186,69,1,39,0,0.5,7,0,0.3,46.8,37.46666666666667,0
1,1,1,1,N,246,50,1,5.5,0.5,0.5,1.02,0,0.3,7.82,3.6,0
1,1,4.8,1,N,13,79,1,16,0,0.5,3.35,0,0.3,20.15,13.266666666666667,0
2,2,2.73,1,N,237,186,1,17,0,0.5,2,0,0.3,19.8,26.4,0
2,1,0.74,1,N,79,79,1,5,0.5,0.5,1.26,0,0.3,7.56,4.883333333333334,0
1,1,3.2,1,N,237,144,1,13,0,0.5,2.75,0,0.3,16.55,14.733333333333333,1
1,1,0.7,1,N,100,48,1,5.5,0,0.5,1.85,0,0.3,8.15,5.75,0
2,2,4.27,1,N,158,239,1,16.5,0.5,0.5,3.56,0,0.3,21.36,18.65,1
2,2,1.18,1,N,141,239,1,6,0,0.5,1.36,0,0.3,8.16,5.833333333333333,0
2,1,1.45,1,N,237,236,1,6.5,0,0.5,1.46,0,0.3,8.76,5.683333333333334,1
2,1,1.9,1,N,238,143,1,12.5,0,0.5,3.7,0,0.3,17,18.183333333333334,1
1,1,1.3,1,N,141,263,1,7.5,0,0.5,2.05,0,0.3,10.35,8.933333333333334,0
1,1,1.4,1,N,143,238,1,8.5,0.5,0.5,1.95,0,0.3,11.75,8.933333333333334,0
1,1,1.1,1,N,237,141,1,7.5,0,0.5,1.25,0,0.3,9.55,8.416666666666666,1
2,2,6.24,1,N,236,79,1,20,0,0.5,4.16,0,0.3,24.96,17.1,1
2,2,1.45,1,N,186,246,1,8,0.5,0.5,1.86,0,0.3,11.16,9.016666666666667,0
2,1,8.93,1,N,138,170,1,27.5,0,0.5,1.11,5.76,0.3,35.17,22.983333333333334,0
2,1,1.49,1,N,170,237,1,10,0,0.5,2.16,0,0.3,12.96,14.133333333333333,0
1,1,9,1,N,229,138,1,25.5,0,0.5,5,5.54,0.3,36.84,16.083333333333332,0
1,1,2.2,1,N,186,230,1,12.5,0.5,0.5,2.75,0,0.3,16.55,17.8,1
2,1,18.9,2,N,132,211,1,52,0,0.5,7,0,0.3,59.8,48.666666666666664,0
2,1,3.58,1,N,140,234,1,13,0.5,0.5,1,0,0.3,15.3,12.733333333333333,0
1,1,1,1,N,170,162,1,5,0,0.5,1.15,0,0.3,6.95,3.533333333333333,0
2,2,1.92,1,N,239,230,1,11,0.5,0.5,2.46,0,0.3,14.76,13.283333333333333,0
1,1,1.7,1,N,249,170,1,8,0.5,0.5,1.85,0,0.3,11.15,7.066666666666666,0
2,1,1.43,1,N,236,237,1,8.5,0,0.5,1.5,0,0.3,10.8,9.216666666666667,1
1,2,1.6,1,N,166,166,1,8,0,0.5,1.75,0,0.3,10.55,8.166666666666666,1
2,1,6.53,1,N,75,158,1,23.5,0,0.5,7.29,0,0.3,31.59,24.2,0
1,1,4.2,1,N,226,198,1,15.5,0.5,0.5,10,0,0.3,26.8,16.683333333333334,0
2,1,2.35,1,N,68,230,1,16,0,0.5,3.36,0,0.3,20.16,25.266666666666666,1
1,1,2.8,1,N,230,262,1,12,0,0.5,2.4,0,0.3,15.2,14.866666666666667,0
1,1,2.2,1,N,162,90,1,15,0,0.5,3.95,0,0.3,19.75,22.95,0
1,1,1.3,1,N,4,114,1,8.5,0,0.5,2.75,0,0.3,12.05,10.116666666666667,0
2,2,0.6,1,N,161,230,1,5,0,0.5,1.16,0,0.3,6.96,4.9,0
1,1,1,1,N,162,170,1,7,0,0.5,1.55,0,0.3,9.35,8.233333333333333,1
2,1,5.1,1,N,107,261,1,17.5,0,0.5,3.66,0,0.3,21.96,15.516666666666667,1
1,1,0.7,1,N,234,211,1,9.5,0,0.5,1,0,0.3,11.3,13.383333333333333,0
1,1,1.5,1,N,143,237,1,7.5,0,0.5,1.65,0,0.3,9.95,8.25,1
2,1,17.39,1,N,138,85,1,50.5,0,0.5,15.39,0,0.3,66.69,44.9,1
2,2,18.65,1,N,132,65,1,51.5,0.5,0.5,10.56,0,0.3,63.36,33.63333333333333,0
1,1,3,1,N,148,87,1,11,0,0.5,2.35,0,0.3,14.15,8.716666666666667,0
1,1,2.7,1,N,79,229,1,10,0.5,0.5,2.25,0,0.3,13.55,8.683333333333334,1
1,2,0.7,1,N,237,237,1,8,0,0.5,2.2,0,0.3,11,10.833333333333334,0
2,1,0.4,1,N,263,236,1,4,0,0.5,0.96,0,0.3,5.76,3.5166666666666666,0
1,1,8.1,1,N,249,223,1,26.5,0.5,0.5,8.3,0,0.3,36.1,26.95,0
2,5,10.14,1,N,138,230,1,44.5,0,0.5,12.76,5.76,0.3,63.82,63.983333333333334,0
2,5,4.12,1,N,140,246,1,26.5,0,0.5,5.46,0,0.3,32.76,43.583333333333336,0
2,1,2.2,1,N,100,249,1,9,0.5,0.5,2.58,0,0.3,12.88,8.65,0
1,1,2.3,1,N,107,209,1,13,0,0.5,2,0,0.3,15.8,18.833333333333332,1
1,1,2.9,1,N,239,246,1,11,0,0.5,2.35,0,0.3,14.15,7.75,0
1,2,1.9,1,N,68,162,1,13.5,0,0.5,3.58,0,0.3,17.88,20.5,0
1,1,1.8,1,N,238,237,1,10.5,0,0.5,2.25,0,0.3,13.55,14.266666666666667,1
2,6,1.95,1,N,162,263,1,9,0.5,0.5,2.06,0,0.3,12.36,9.55,0
1,1,0.5,1,N,234,186,1,3.5,0,0.5,4.3,0,0.3,8.6,2.15,1
1,1,2.3,1,N,236,230,1,10,0,0.5,1.08,0,0.3,11.88,10.733333333333333,0
1,1,2.1,1,N,100,143,1,11,0.5,0.5,2.45,0,0.3,14.75,14.616666666666667,0
2,5,1.82,1,N,237,262,1,10,0,0.5,2.7,0,0.3,13.5,12.416666666666666,0
2,5,0.7,1,N,236,237,1,4,0,0.5,0.96,0,0.3,5.76,2.15,1
2,1,1.41,1,N,141,263,1,6,0.5,0.5,1.82,0,0.3,9.12,4.1,0
2,5,1.34,1,N,158,90,1,6.5,0.5,0.5,1,0,0.3,8.8,6.983333333333333,1
1,1,1.4,1,N,170,246,1,13,0,0.5,3.45,0,0.3,17.25,20.216666666666665,0
1,2,2.1,1,N,141,137,1,10.5,0,0.5,2.25,0,0.3,13.55,10.15,0
1,4,2.6,1,N,262,233,1,13.5,0,0.5,2.86,0,0.3,17.16,18.916666666666668,0
1,1,6.7,1,N,161,138,1,22,0,0.5,5,0,0.3,27.8,21.716666666666665,0
1,1,0.6,1,N,263,141,1,4.5,0.5,0.5,1.15,0,0.3,6.95,3.183333333333333,1
2,1,2.06,1,N,137,48,1,10.5,0.5,0.5,2.36,0,0.3,14.16,13.333333333333334,0
2,1,0.64,1,N,234,113,1,5,0,0.5,0.7,0,0.3,6.5,4.716666666666667,0
2,1,0.67,1,N,162,170,1,6.5,0,0.5,1.82,0,0.3,9.12,8.166666666666666,1
2,2,2.36,1,N,140,75,1,9,0.5,0.5,2,0,0.3,12.3,8.183333333333334,0
1,1,0.8,1,N,161,230,1,9,0,0.5,1.95,0,0.3,11.75,13.15,0
1,2,0.8,1,N,142,50,1,5,0.5,0.5,1.55,0,0.3,7.85,4.966666666666667,1
1,1,1.7,1,N,143,229,1,17,0,0.5,3.55,0,0.3,21.35,28.25,0
1,1,1,1,N,100,170,1,6,0.5,0.5,2,0,0.3,9.3,5.65,0
1,1,1.7,1,N,41,75,1,8,0,0.5,2.2,0,0.3,11,8.4,1
2,1,0.77,1,N,238,236,1,4.5,0,0.5,1,0,0.3,6.3,3.25,0
1,1,1.9,1,N,75,151,1,8.5,0.5,0.5,1,0,0.3,10.8,8.366666666666667,0
2,2,4.22,1,N,79,142,1,17,0,0.5,3.56,0,0.3,21.36,22.583333333333332,0
2,1,1.73,1,N,234,162,1,10,0,0.5,2.16,0,0.3,12.96,13.966666666666667,0
2,1,1.84,1,N,236,161,1,7.5,0.5,0.5,1.76,0,0.3,10.56,5.933333333333334,0
2,1,2.47,1,N,237,107,1,11.5,0.5,0.5,2.56,0,0.3,15.36,13.916666666666666,0
2,6,8.02,1,N,138,236,1,24.5,0,0.5,6.21,5.76,0.3,37.27,19.65,0
2,5,0.63,1,N,107,170,1,5.5,0,0.5,0.76,0,0.3,7.06,6.183333333333334,0
1,1,3.6,1,N,162,211,1,13,0.5,0.5,3.55,0,0.3,17.85,13.783333333333333,1
2,1,1.2,1,N,186,234,1,9,0.5,0.5,2.06,0,0.3,12.36,11.816666666666666,0
1,1,9.5,1,N,148,138,1,26.5,0,0.5,5.45,0,0.3,32.75,14.433333333333334,0
1,1,16.6,5,N,100,132,1,52,0,0,11.6,5.76,0.3,69.66,40.516666666666666,0
2,1,10.24,1,N,138,230,1,42,0,0.5,2,5.76,0.3,50.56,53.85,0
2,1,0.8,1,N,87,88,1,6,0,0.5,2,0,0.3,8.8,7.85,0
2,2,0.7,1,N,229,162,1,5,0.5,0.5,1.89,0,0.3,8.19,4.083333333333333,0
1,1,0.7,1,N,79,107,1,4.5,0.5,0.5,1.7,0,0.3,7.5,3.7,1
1,1,1.3,1,N,151,239,1,8.5,0,0.5,2.75,0,0.3,12.05,10.4,0
2,1,2.31,1,N,13,246,1,9.5,0,0.5,1.25,0,0.3,11.55,8.05,0
2,1,1.47,1,N,90,137,1,10.5,0.5,0.5,2.36,0,0.3,14.16,14.2,1
1,1,0.7,1,N,75,263,1,4.5,0.5,0.5,1.45,0,0.3,7.25,2.6166666666666667,0
1,1,1.7,1,N,142,186,1,8.5,0,0.5,2.75,0,0.3,12.05,9.7,1
1,1,16.9,2,N,164,132,1,52,0,0.5,5,5.76,0.3,63.56,69.96666666666667,0
2,2,0.9,1,N,161,229,1,8,0,0.5,1.76,0,0.3,10.56,11.066666666666666,0
1,2,2.1,1,N,162,236,1,8.5,0.5,0.5,1,0,0.3,10.8,7.416666666666667,1
2,6,1.05,1,N,263,74,1,5.5,0,0.5,1.58,0,0.3,7.88,4.416666666666667,0
2,1,11.9,1,N,87,138,1,33.5,0,0.5,6.86,0,0.3,41.16,21.283333333333335,0
2,1,1.07,1,N,50,239,1,6,0,0.5,1.2,0,0.3,8,5.25,1
2,1,0.78,1,N,263,141,1,4.5,0,0.5,1.06,0,0.3,6.36,3.6333333333333333,0
1,1,2.4,1,N,262,162,1,12,0.5,0.5,2.66,0,0.3,15.96,14.75,1
1,1,0.7,1,N,246,234,1,7,0,0.5,1.55,0,0.3,9.35,8.416666666666666,1
1,1,0.7,1,N,107,137,1,9,0,0.5,1.95,0,0.3,11.75,12.45,0
1,1,1.4,1,N,142,141,1,7,0.5,0.5,0.83,0,0.3,9.13,6.5,0
1,1,1.4,1,N,239,151,1,7.5,0.5,0.5,1,0,0.3,9.8,6.3,0
2,1,1.42,1,N,234,186,1,7.5,0,0.5,1.66,0,0.3,9.96,7.75,1
2,1,2.42,1,N,79,230,1,10,0.5,0.5,2.26,0,0.3,13.56,11.333333333333334,0
1,1,0.4,1,N,48,48,1,4,0,0.5,1.2,0,0.3,6,2.5,0
2,2,1.75,1,N,236,237,1,8.5,0,0.5,1.86,0,0.3,11.16,7.35,0
2,5,0.63,1,N,161,164,1,5,0.5,0.5,0.94,0,0.3,7.24,4.516666666666667,1
1,1,1.3,1,N,125,158,1,8.5,0.5,0.5,1.95,0,0.3,11.75,10.883333333333333,1
1,2,0.8,1,N,229,237,1,5,0,0.5,1.15,0,0.3,6.95,4.666666666666667,1
2,2,0.6,1,N,143,142,1,4,0.5,0.5,1.32,0,0.3,6.62,2.216666666666667,1
2,1,0.82,1,N,262,236,1,5.5,0,0.5,1.58,0,0.3,7.88,5.25,1
1,1,1.8,1,N,233,68,1,9.5,0.5,0.5,2.15,0,0.3,12.95,11.766666666666667,0
2,1,2.86,1,N,125,161,1,17.5,0,0.5,3.66,0,0.3,21.96,27.316666666666666,0
1,1,1.5,1,N,43,237,1,10.5,0,0.5,1,0,0.3,12.3,15.15,0
2,4,11.03,1,N,138,33,1,32.5,0.5,0.5,8.45,0,0.3,42.25,25.4,0
1,1,7.5,1,Y,141,87,1,21.5,0.5,0.5,5.7,0,0.3,28.5,10.883333333333333,0
2,5,3.53,1,N,148,140,1,13,0.5,0.5,2.14,0,0.3,16.44,13.45,0
2,1,4.2,1,N,75,229,1,13.5,0,0.5,4.29,0,0.3,18.59,12,0
1,1,0.8,1,N,164,48,1,6.5,0.5,0.5,1.55,0,0.3,9.35,7.15,0
1,2,5.1,1,N,145,239,1,19,0,0.5,2.97,0,0.3,22.77,21.616666666666667,1
2,6,0.51,1,N,140,141,1,4,0,0.5,0.82,0,0.3,5.62,2.8333333333333335,0
2,2,6.99,1,N,263,127,1,21,0.5,0.5,4.46,0,0.3,26.76,13.966666666666667,1
1,1,0.7,1,N,97,33,1,5.5,0.5,0.5,1.7,0,0.3,8.5,5.633333333333334,0
1,3,0.9,1,N,239,236,1,6.5,0,0.5,1.45,0,0.3,8.75,6.133333333333334,1
2,1,2.48,1,N,263,161,1,16,0,0.5,3.36,0,0.3,20.16,23.566666666666666,0
2,1,5.9,1,N,234,7,1,22.5,0.5,0.5,5.95,0,0.3,29.75,28.416666666666668,0
1,1,0.4,1,N,211,114,1,3.5,0,0.5,0.85,0,0.3,5.15,2.2666666666666666,0
2,1,0.69,1,N,234,107,1,5,0,0.5,1.16,0,0.3,6.96,4.3,1
2,1,0.93,1,N,263,262,1,5,0,0.5,0.75,0,0.3,6.55,4.516666666666667,1
2,4,1.34,1,N,100,107,1,9,0,0.5,2.94,0,0.3,12.74,11.366666666666667,0
2,1,3.69,1,N,88,232,1,13.5,0.5,0.5,3.7,0,0.3,18.5,12.4,0
1,1,7.3,1,N,249,7,1,28,0.5,0.5,7.3,0,0.3,36.6,37.583333333333336,0
2,2,0.8,1,N,170,100,1,5,0.5,0.5,1.26,0,0.3,7.56,4.733333333333333,1
2,1,1.18,1,N,162,186,1,11,0,0.5,2.5,0,0.3,14.3,16.533333333333335,0
2,2,5.9,1,N,138,74,1,24,0,0.5,6.11,5.76,0.3,36.67,34.65,0
2,2,0.96,1,N,164,161,1,6.5,0.5,0.5,1.56,0,0.3,9.36,6.75,0
1,4,0.8,1,N,48,142,1,7,0.5,0.5,1.65,0,0.3,9.95,8.266666666666667,1
1,4,2.3,1,N,246,161,1,13.5,0,0.5,2.85,0,0.3,17.15,20.183333333333334,1
2,1,2.48,1,N,236,48,1,15,0,0.5,2,0,0.3,17.8,22.333333333333332,1
