VendorID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,duration,is_weekend
2,1,1.08,1,N,237,236,1,9,0,0.5,1.96,0,0.3,11.76,12.683333333333334,0
2,1,1.69,1,N,48,137,1,12.5,0,0.5,2.2,0,0.3,15.5,19.083333333333332,0
2,1,1.68,1,N,90,114,1,10,0,0.5,2.16,0,0.3,12.96,12.65,0
2,1,2.37,1,N,234,237,1,11,0,0.5,1.25,0,0.3,13.05,13.5,1
2,1,3.83,1,N,114,140,1,13.5,0,0.5,2.14,0,0.3,16.44,14.3,0
1,1,2,1,N,142,164,1,9.5,0,0.5,2.06,0,0.3,12.36,10.55,1
1,2,5.7,1,N,107,189,1,22.5,0.5,0.5,4.75,0,0.3,28.55,27.8,0
2,1,1.35,1,N,48,233,1,8.5,0.5,0.5,1.96,0,0.3,11.76,10.866666666666667,0
2,1,0.68,1,N,231,13,1,5.5,0,0.5,2,0,0.3,8.3,4.966666666666667,0
2,2,2.8,1,N,161,249,1,12.5,0,0.5,2.66,0,0.3,15.96,16.2,0
2,1,2.86,1,N,100,79,1,11.5,0.5,0.5,3.2,0,0.3,16,12.833333333333334,0
2,1,3.06,1,N,144,48,1,23.5,0,0.5,4.86,0,0.3,29.16,38.71666666666667,0
1,1,1.5,1,Y,237,230,1,10,0,0.5,2.15,0,0.3,12.95,13.516666666666667,0
2,6,5.15,1,N,137,261,1,17,0,0.5,3.56,0,0.3,21.36,11.883333333333333,0
2,1,1.82,1,N,238,143,1,8.5,0,0.5,2.79,0,0.3,12.09,9.716666666666667,0
2,1,0.92,1,N,114,211,1,6.5,0.5,0.5,1.95,0,0.3,9.75,7.133333333333334,0
2,1,0.84,1,N,239,238,1,6,0,0.5,1.36,0,0.3,8.16,5.916666666666667,1
1,1,0.3,1,N,246,68,1,4,0,0.5,1.2,0,0.3,6,3.5,1
2,1,12.34,1,N,13,159,1,40.5,0,0.5,5,0,0.3,46.3,48.46666666666667,0
2,1,8.54,1,N,181,141,1,28.5,0.5,0.5,5.96,0,0.3,35.76,26.616666666666667,0
2,1,5.75,1,N,113,239,1,22.5,0.5,0.5,4.76,0,0.3,28.56,25.15,0
2,2,1.77,1,N,234,230,1,9,0.5,0.5,1.25,0,0.3,11.55,11.216666666666667,0
2,5,1.04,1,N,162,141,1,5.5,0.5,0.5,1,0,0.3,7.8,3.933333333333333,0
2,1,1.63,1,N,161,234,1,9,0,0.5,0.5,0,0.3,10.3,10.833333333333334,1
1,1,0.8,1,N,229,163,1,6,0,0.5,1.35,0,0.3,8.15,5.95,0
2,5,2.94,1,N,79,161,1,13,0,0.5,2.76,0,0.3,16.56,15.6,1
1,1,1.5,1,N,137,186,1,13.5,0,0.5,2.85,0,0.3,17.15,22.016666666666666,0
2,1,2.6,1,N,238,163,1,13.5,0,0.5,2.5,0,0.3,16.8,18.516666666666666,0
2,1,0.81,1,N,236,237,1,4.5,0.5,0.5,1,0,0.3,6.8,2.95,0
2,1,1.42,1,N,107,148,1,9,0.5,0.5,1,0,0.3,11.3,11.016666666666667,0
2,1,3.08,1,N,79,80,1,13.5,0.5,0.5,3.7,0,0.3,18.5,14.583333333333334,0
1,1,3.3,1,N,230,229,1,15,0.5,0.5,3.25,0,0.3,19.55,20.166666666666668,1
1,1,5.4,1,N,137,33,1,18,0,0.5,4.7,0,0.3,23.5,17.283333333333335,1
1,1,4.7,1,N,170,226,1,19,0.5,0.5,3.7,0,0.3,24,22.966666666666665,1
2,6,1.24,1,N,163,237,1,6.5,0.5,0.5,1.56,0,0.3,9.36,6.383333333333334,0
1,1,0.8,1,N,100,161,1,5,0,0.5,1,0,0.3,6.8,4.3,0
1,1,3.1,1,N,262,230,1,16,0,0.5,3.35,0,0.3,20.15,21.8,0
1,2,4.8,1,N,211,239,1,20,0.5,0.5,4.26,0,0.3,25.56,25.683333333333334,0
1,2,1.1,1,N,249,164,1,7.5,0.5,0.5,1.75,0,0.3,10.55,9.25,0
1,1,1.8,1,N,237,75,1,9.5,0,0.5,1,0,0.3,11.3,12.083333333333334,0
2,4,4.44,1,N,162,223,1,17,0.5,0.5,3.66,0,0.3,21.96,19.716666666666665,0
2,1,1.04,1,N,164,233,1,9.5,0,0.5,2.06,0,0.3,12.36,1411.1,0
1,1,2,1,N,79,186,1,10.5,0,0.5,1,0,0.3,12.3,12.333333333333334,0
2,1,0.95,1,N,79,137,1,6.5,0,0.5,10,0,0.3,17.3,7.416666666666667,0
2,1,0.88,1,N,79,114,1,5,0.5,0.5,1.26,0,0.3,7.56,4.283333333333333,0
2,1,2.92,1,N,161,113,1,14.5,0.5,0.5,3.16,0,0.3,18.96,20.45,0
2,1,2.52,1,N,114,246,1,11.5,0,0.5,1,0,0.3,13.3,11.85,1
1,1,12.2,1,N,138,66,1,33.5,0,0.5,0.4,0,0.3,34.7,18,0
1,2,10.4,1,N,138,230,1,44.5,0,0.5,9.05,0,0.3,54.35,57.766666666666666,0
2,1,1.34,1,N,237,263,1,8,0,0.5,1.76,0,0.3,10.56,9.033333333333333,0
2,1,1.01,1,N,140,262,1,5.5,0,0.5,1.7,0,0.3,8,4.033333333333333,1
2,1,1.18,1,N,224,234,1,7,0,0.5,2.34,0,0.3,10.14,7.016666666666667,0
1,1,0.9,1,N,79,170,1,5.5,0.5,0.5,1.35,0,0.3,8.15,4.116666666666666,0
2,5,2.98,1,N,239,90,1,15.5,0,0.5,3.26,0,0.3,19.56,21.85,0
2,2,0.96,1,N,107,170,1,5.5,0,0.5,1,0,0.3,7.3,3.8833333333333333,1
2,1,1.69,1,N,90,170,1,13,0,0.5,1.5,0,0.3,15.3,18.65,0
1,1,0.6,1,N,262,262,1,5,0,0.5,2,0,0.3,7.8,4.916666666666667,0
1,1,5,1,N,141,79,1,17.5,0,0.5,3.65,0,0.3,21.95,16.5,0
2,4,7.9,1,N,138,255,1,30.5,0,0.5,6.26,0,0.3,37.56,39.45,0
2,1,1.42,1,N,229,263,1,6,0.5,0.5,1.46,0,0.3,8.76,4.1,1
1,1,1.4,1,N,164,237,1,11.5,0,0.5,2.45,0,0.3,14.75,18.083333333333332,0
1,1,3.5,1,N,90,141,1,15.5,0.5,0.5,3.35,0,0.3,20.15,19.85,1
1,2,2.8,1,N,151,142,1,17.5,0,0.5,3.65,0,0.3,21.95,26.933333333333334,0
2,5,1.88,1,N,137,90,1,9,0.5,0.5,1.5,0,0.3,11.8,10.35,0
1,1,1,1,N,107,90,1,8,0,0.5,1,0,0.3,9.8,10.283333333333333,0
1,1,2,1,N,107,211,1,10.5,0,0.5,1,0,0.3,12.3,12.633333333333333,0
2,3,1.36,1,N,164,233,1,7.5,0,0.5,1,0,0.3,9.3,8.55,1
1,1,0.6,1,N,263,75,1,5.5,0,0.5,1.25,0,0.3,7.55,5.6,0
2,1,2.36,1,N,162,90,1,10,0.5,0.5,3.39,0,0.3,14.69,10.516666666666667,0
1,1,1.9,1,N,141,170,1,10.5,0.5,0.5,2.35,0,0.3,14.15,13.7,0
2,5,3.11,1,N,137,236,1,10,0.5,0.5,2.82,0,0.3,14.12,7.1,1
2,1,1.59,1,N,158,148,1,9,0.5,0.5,1.5,0,0.3,11.8,10.616666666666667,0
2,1,2.54,1,N,161,79,1,12.5,0,0.5,2.66,0,0.3,15.96,17.083333333333332,0
2,1,1.46,1,N,234,246,1,8,0,0.5,1,0,0.3,9.8,8.983333333333333,1
1,2,0.4,1,Y,107,234,1,4.5,0.5,0.5,1.45,0,0.3,7.25,3.966666666666667,1
1,2,4.3,1,N,161,231,1,20.5,0.5,0.5,4.35,0,0.3,26.15,30.116666666666667,0
2,5,1.27,1,N,186,48,1,7,0.5,0.5,1.66,0,0.3,9.96,7.5,0
2,4,2.54,1,N,229,79,1,9.5,0,0.5,1,0,0.3,11.3,7.833333333333333,1
2,1,2.21,1,N,143,161,1,11,0,0.5,2,0,0.3,13.8,12.95,0
2,6,0.98,1,N,249,107,1,7.5,0,0.5,0.83,0,0.3,9.13,9.716666666666667,0
2,1,1.26,1,N,87,231,1,6.5,0.5,0.5,1.2,0,0.3,9,7.466666666666667,0
1,1,0.7,1,N,141,262,1,4,0,0.5,0.5,0,0.3,5.3,1.8333333333333333,1
2,2,2.66,1,N,79,229,1,10,0.5,0.5,2.26,0,0.3,13.56,9.55,1
2,1,0.97,1,N,186,230,1,6.5,0.5,0.5,1.56,0,0.3,9.36,6.433333333333334,1
2,1,0.54,1,N,231,13,1,5.5,0,0.5,1.26,0,0.3,7.56,5.366666666666666,0
2,1,2.45,1,N,142,230,1,13,0,0.5,1.5,0,0.3,15.3,18,0
1,2,1.2,1,N,107,4,1,7,0,0.5,1.55,0,0.3,9.35,6.316666666666666,1
1,1,1.5,1,N,229,170,1,8.5,0,0.5,1.4,0,0.3,10.7,9.516666666666667,0
1,1,4,1,N,239,90,1,16,0,0.5,2,0,0.3,18.8,17.616666666666667,0
2,1,10.23,1,N,138,90,1,32.5,0,0.5,2,5.76,0.3,41.06,31.666666666666668,0
2,5,1.44,1,N,74,43,1,10,0,0.5,2.16,0,0.3,12.96,14.666666666666666,0
2,2,2.07,1,N,142,229,1,12,0.5,0.5,2,0,0.3,15.3,16.533333333333335,0
1,1,0.8,1,N,48,68,1,7,0,0.5,1.55,0,0.3,9.35,8.15,1
1,1,1.9,1,N,237,230,1,15,0,0.5,3.15,0,0.3,18.95,23.983333333333334,0
2,1,0.54,1,N,141,263,1,5,0,0.5,1.16,0,0.3,6.96,4.366666666666666,0
2,6,2.51,1,N,263,161,1,10.5,0.5,0.5,2.36,0,0.3,14.16,11.15,0
1,1,4.4,1,N,125,112,1,17,0.5,0.5,3.65,0,0.3,21.95,17.666666666666668,0
2,1,0.9,1,N,231,114,1,5,0.5,0.5,1.58,0,0.3,7.88,3.7,0
2,1,2.62,1,N,237,113,1,11.5,0.5,0.5,2.56,0,0.3,15.36,13.866666666666667,0
2,1,0.31,1,N,170,170,1,3.5,0,0.5,0.86,0,0.3,5.16,2.25,0
2,1,2.53,1,N,186,43,1,12,0,0.5,2.56,0,0.3,15.36,15.55,0
1,1,1.1,1,N,79,107,1,6.5,0,0.5,1,0,0.3,8.3,6.466666666666667,0
2,1,6.38,1,N,229,33,1,19.5,0,0.5,4.06,0,0.3,24.36,15.166666666666666,1
2,1,1.11,1,N,236,263,1,6.5,0,0.5,1.46,0,0.3,8.76,7.033333333333333,0
2,6,3.7,1,N,186,262,1,16,0,0.5,3.36,0,0.3,20.16,21.933333333333334,0
1,1,9.1,1,N,138,137,1,27.5,0.5,0.5,5,5.76,0.3,39.56,21.183333333333334,1
2,1,13.18,1,N,138,113,1,39.5,0.5,0.5,9.31,5.76,0.3,55.87,36.18333333333333,1
2,1,2.8,1,N,43,166,1,13.5,0,0.5,3.58,0,0.3,17.88,17.233333333333334,1
2,1,1.54,1,N,262,43,1,8,0,0.5,2.2,0,0.3,11,9.583333333333334,1
1,1,1.8,1,N,246,90,1,9,0,0.5,1.47,0,0.3,11.27,10.666666666666666,1
1,1,8.7,1,N,48,33,1,31.5,0,0.5,6.45,0,0.3,38.75,34.63333333333333,0
2,2,0.99,1,N,170,137,1,6,0,0.5,1.36,0,0.3,8.16,6.3,1
2,1,1.04,1,N,239,238,1,6.5,0,0.5,11,0,0.3,18.3,6.533333333333333,0
2,1,2.56,1,N,164,236,1,10.5,0,0.5,2.3,0,0.3,13.6,12.283333333333333,1
1,1,2.8,1,N,166,244,1,13,0,0.5,2.75,0,0.3,16.55,14.783333333333333,0
2,2,17.05,2,N,142,132,1,52,0,0.5,13.2,0,0.3,66,54.983333333333334,0
2,2,0.5,1,N,79,148,1,6.5,0.5,0.5,1.95,0,0.3,9.75,8.433333333333334,1
1,1,2.1,1,N,162,262,1,10,0.5,0.5,2.25,0,0.3,13.55,11.033333333333333,0
1,1,2.4,1,N,234,229,1,13,0,0.5,2.2,0,0.3,16,17.55,0
2,1,3.65,1,N,239,116,1,13,0,0.5,2.76,0,0.3,16.56,12.816666666666666,1
2,5,16.56,2,N,215,230,1,52,0,0.5,14.64,5.76,0.3,73.2,46.85,0
1,1,2,1,N,238,163,1,11.5,0,0.5,2.45,0,0.3,14.75,16.366666666666667,0
2,1,2.83,1,N,148,80,1,11,0.5,0.5,3.08,0,0.3,15.38,9.983333333333333,0
1,1,0.5,1,N,107,107,1,4,0.5,0.5,1,0,0.3,6.3,2.933333333333333,0
1,1,2.2,1,N,162,263,1,11.5,0,0.5,3.05,0,0.3,15.35,14.75,0
2,4,0.99,1,N,237,162,1,6,0,0.5,1.36,0,0.3,8.16,5.166666666666667,1
1,2,1.3,1,N,164,162,1,8.5,0,0.5,1,0,0.3,10.3,10.233333333333333,0
2,1,2.53,1,N,41,236,1,9,0,0.5,1.96,0,0.3,11.76,8.6,1
2,1,2.09,1,N,79,170,1,8.5,0.5,0.5,1.96,0,0.3,11.76,7.45,1
1,1,2.6,1,N,238,237,1,13.5,0,0.5,2.85,0,0.3,17.15,17.416666666666668,1
2,2,2.27,1,N,24,116,1,10.5,0.5,0.5,2.95,0,0.3,14.75,10.1,1
2,1,2.64,1,N,234,43,1,23,0,0.5,4.76,0,0.3,28.56,39.93333333333333,0
2,1,10.74,1,N,237,138,1,32,0,0.5,7.71,5.76,0.3,46.27,24.183333333333334,0
2,1,1.97,1,N,170,141,1,8.5,0.5,0.5,1.96,0,0.3,11.76,9,0
2,2,4.32,1,N,211,143,1,16.5,0.5,0.5,2.5,0,0.3,20.3,19.416666666666668,1
2,2,1.09,1,N,68,249,1,5.5,0,0.5,1,0,0.3,7.3,4.016666666666667,1
2,1,5.95,1,N,148,226,1,20.5,0.5,0.5,2,0,0.3,23.8,17.533333333333335,1
1,1,0.9,1,N,90,107,1,5.5,0.5,0.5,1.35,0,0.3,8.15,5.116666666666666,0
2,2,0.59,1,N,107,113,1,4.5,0.5,0.5,1.74,0,0.3,7.54,3.966666666666667,1
2,5,11.18,1,N,161,138,1,32.5,0,0.5,7.81,5.76,0.3,46.87,26.066666666666666,1
1,1,17.9,2,N,132,234,1,52,0,0.5,11.7,5.76,0.3,70.26,45.15,0
2,1,2.16,1,N,186,229,1,10.5,0,0.5,2.03,0,0.3,13.33,13.216666666666667,0
2,1,1.01,1,N,239,43,1,8,0,0.5,1.76,0,0.3,10.56,10.45,0
1,1,0.4,1,N,140,140,1,4,0,0.5,1.2,0,0.3,6,1.8,1
2,1,2.33,1,N,68,239,1,8.5,0,0.5,1.5,0,0.3,10.8,6.65,0
1,3,1,1,N,100,90,1,6,0.5,0.5,1.45,0,0.3,8.75,6.766666666666667,0
2,1,1.34,1,N,249,231,1,7,0,0.5,1,0,0.3,8.8,7.316666666666666,1
1,1,0.5,1,N,142,142,1,4.5,0,0.5,1.05,0,0.3,6.35,3.9166666666666665,0
2,5,0.53,1,N,107,137,1,4.5,0.5,0.5,1.45,0,0.3,7.25,3.3666666666666667,1
2,1,4.01,1,N,230,261,1,17.5,0,0.5,4.58,0,0.3,22.88,24.866666666666667,0
2,1,3.27,1,N,249,142,1,12.5,0.5,0.5,2.76,0,0.3,16.56,12.25,0
2,1,1.42,1,N,186,163,1,6.5,0,0.5,1,0,0.3,8.3,6.25,0
1,2,7.8,1,N,164,160,1,24,0.5,0.5,6,5.76,0.3,37.06,18.55,0
2,1,1.04,1,N,239,142,1,6,0,0.5,1.36,0,0.3,8.16,5.366666666666666,0
2,5,0.65,1,N,79,107,1,6,0,0.5,1,0,0.3,7.8,5.966666666666667,1
2,5,1.1,1,N,262,237,1,7,0,0.5,1.56,0,0.3,9.36,7.95,0
2,6,3.65,1,N,236,107,1,16,0,0.5,2.52,0,0.3,19.32,21.466666666666665,1
1,1,2.9,1,N,88,68,1,12.5,0.5,0.5,1.2,0,0.3,15,14.35,1
1,1,0.7,1,N,79,113,1,5.5,0.5,0.5,0.68,0,0.3,7.48,5.783333333333333,0
2,1,9.11,1,N,100,188,1,32.5,0.5,0.5,6.76,0,0.3,40.56,41.6,0
1,1,1,1,N,186,246,1,9,0,0.5,3,0,0.3,12.8,12.2,0
1,1,2.2,1,N,148,137,1,9.5,0.5,0.5,2.15,0,0.3,12.95,9.25,0
2,1,3.11,1,N,246,237,1,14.5,0,0.5,2.3,0,0.3,17.6,19.366666666666667,0
1,1,3.2,1,N,170,236,1,16.5,0,0.5,2,0,0.3,19.3,24.3,0
2,1,0.71,1,N,234,186,1,5.5,0,0.5,1.58,0,0.3,7.88,6.2,1
2,1,2.22,1,N,236,162,1,16,0,0.5,3.36,0,0.3,20.16,25.283333333333335,0
2,1,2.96,1,N,68,143,1,14.5,0,0.5,2,0,0.3,17.3,17.116666666666667,1
1,3,3,1,N,229,114,1,16.5,0,0.5,3,0,0.3,20.3,24.933333333333334,1
2,1,1.95,1,N,262,75,1,10,0,0.5,2.16,0,0.3,12.96,12.383333333333333,0
1,1,1.1,1,N,100,90,1,5,0,0.5,1.15,0,0.3,6.95,2.716666666666667,1
1,2,3.9,1,N,231,164,1,15.5,0.5,0.5,3.35,0,0.3,20.15,18.216666666666665,1
2,6,1.31,1,N,48,162,1,7.5,0.5,0.5,1.5,0,0.3,10.3,8.416666666666666,1
1,1,1.5,1,N,137,79,1,9,0.5,0.5,3.05,0,0.3,13.35,10.966666666666667,1
1,1,1.6,1,N,168,75,1,6.5,0.5,0.5,1.95,0,0.3,9.75,5.383333333333334,1
1,1,6.1,1,N,13,164,1,21.5,0.5,0.5,4.55,0,0.3,27.35,19.65,0
2,1,7.82,1,N,141,13,1,24.5,0,0.5,5.06,0,0.3,30.36,18.916666666666668,1
1,1,0.9,1,N,236,236,1,6.5,0,0.5,1.46,0,0.3,8.76,7.133333333333334,0
2,1,0.51,1,N,114,79,1,4.5,0,0.5,1.06,0,0.3,6.36,3.566666666666667,0
2,1,2.26,1,N,79,162,1,11,0,0.5,2.95,0,0.3,14.75,14.816666666666666,0
2,3,2.42,1,N,162,113,1,9.5,0.5,0.5,2.16,0,0.3,12.96,9.616666666666667,0
2,2,1.26,1,N,230,233,1,7,0.5,0.5,2.49,0,0.3,10.79,7.25,1
1,1,1.6,1,N,236,238,1,8,0,0.5,1.76,0,0.3,10.56,7.833333333333333,1
2,1,0.74,1,N,230,230,1,5.5,0.5,0.5,1.36,0,0.3,8.16,5.85,0
1,1,2,1,N,163,137,1,10,0.5,0.5,3.35,0,0.3,14.65,12.733333333333333,0
1,1,2.6,1,N,146,142,1,11.5,0,0.5,1.85,0,0.3,14.15,12.3,1
1,1,4.2,1,N,186,262,1,19,0,0.5,1,0,0.3,20.8,27.283333333333335,0
1,1,1.1,1,N,79,164,1,8,0,0.5,1.75,0,0.3,10.55,9.566666666666666,0
1,1,1.1,1,N,249,68,1,5.5,0,0.5,1.25,0,0.3,7.55,4.333333333333333,0
2,6,0.7,1,N,140,262,1,5.5,0,0.5,1.26,0,0.3,7.56,5.216666666666667,1
2,2,3.1,1,N,148,230,1,14.5,0,0.5,3.82,0,0.3,19.12,19.616666666666667,1
2,2,19.12,2,N,166,132,1,52,0,0.5,11.71,5.76,0.3,70.27,48.416666666666664,0
2,1,0.79,1,N,161,170,1,6.5,0,0.5,1.46,0,0.3,8.76,8.4,0
2,1,1.59,1,N,162,186,1,8.5,0.5,0.5,1.96,0,0.3,11.76,9.783333333333333,0
1,1,2.4,1,N,141,143,1,11,0.5,0.5,1,0,0.3,13.3,12.333333333333334,0
1,4,1.6,1,N,186,48,1,10.5,0,0.5,2,0,0.3,13.3,14,0
2,1,20.81,2,N,132,45,1,52,0,0.5,13.2,0,0.3,66,49.31666666666667,1
2,5,1.38,1,N,79,68,1,7.5,0.5,0.5,1.76,0,0.3,10.56,9.05,0
1,1,3.7,1,N,24,50,1,17,0,0.5,3.55,0,0.3,21.35,21.35,0
2,1,0.94,1,N,162,100,1,7.5,0,0.5,1.66,0,0.3,9.96,10.033333333333333,0
2,1,1.87,1,N,238,143,1,10,0,0.5,3.24,0,0.3,14.04,12.55,0
2,1,2.42,1,N,151,263,1,10,0.5,0.5,2.26,0,0.3,13.56,10.666666666666666,0
1,1,1.3,1,N,237,170,1,8.5,0,0.5,1.5,0,0.3,10.8,10.416666666666666,0
1,1,1,1,N,211,231,1,6,0,0.5,1.35,0,0.3,8.15,5.933333333333334,0
2,1,1.22,1,N,75,237,1,7.5,0,0.5,1.66,0,0.3,9.96,8.316666666666666,0
2,1,5.09,1,N,107,43,1,18.5,0.5,0.5,4.95,0,0.3,24.75,21.333333333333332,1
1,1,2.1,1,N,48,113,1,9.5,0,0.5,2.05,0,0.3,12.35,10.083333333333334,1
1,2,5.9,1,N,233,33,1,18.5,0,0.5,3.85,0,0.3,23.15,14.9,0
2,1,5.12,1,N,13,142,1,21,0,0.5,4.36,0,0.3,26.16,26.266666666666666,0
2,1,7.49,1,N,226,70,1,22.5,0.5,0.5,4.76,0,0.3,28.56,14.9,0
2,2,0.75,1,N,75,263,1,5,0,0.5,0.58,0,0.3,6.38,4.766666666666667,1
2,1,2.52,1,N,141,186,1,15.5,0,0.5,4.08,0,0.3,20.38,23.033333333333335,0
1,1,1.7,1,N,249,79,1,10,0.5,0.5,3.35,0,0.3,14.65,14.016666666666667,1
1,1,0.4,1,N,234,90,1,4,0.5,0.5,1.3,0,0.3,6.6,2.5,0
1,1,0.8,1,N,68,246,1,6,0,0.5,1.35,0,0.3,8.15,6.216666666666667,1
2,1,2.15,1,N,143,246,1,9.5,0,0.5,2.06,0,0.3,12.36,10.933333333333334,1
2,5,1.36,1,N,164,161,1,9.5,0,0.5,2.58,0,0.3,12.88,12.633333333333333,0
2,1,19.16,2,N,132,140,1,52,0,0.5,11.71,5.76,0.3,70.27,62.15,1
1,1,1,1,N,170,186,1,13.5,0,0.5,2.85,0,0.3,17.15,22.216666666666665,0
2,1,2.47,1,N,148,234,1,11,0.5,0.5,2.46,0,0.3,14.76,11.816666666666666,0
1,1,1.3,1,N,107,114,1,9,0.5,0.5,0.51,0,0.3,10.81,10.65,0
2,5,4.02,1,N,249,256,1,13.5,0.5,0.5,1,0,0.3,15.8,12.65,1
1,1,6.1,1,N,231,89,1,24,0.5,0.5,4.5,0,0.3,29.8,28.1,1
2,1,1.8,1,N,170,163,1,10,0,0.5,2.7,0,0.3,13.5,12.866666666666667,0
2,1,2.52,1,N,68,163,1,9.5,0.5,0.5,2.16,0,0.3,12.96,7.95,0
2,1,1.55,1,N,234,170,1,12.5,0,0.5,1,0,0.3,14.3,18.333333333333332,0
2,1,3.58,1,N,249,43,1,17,0.5,0.5,3.66,0,0.3,21.96,24.133333333333333,1
2,1,7.85,1,N,138,145,1,24,0.5,0.5,5.06,0,0.3,30.36,18.666666666666668,0
2,6,1.4,1,N,162,164,1,11.5,0,0.5,3.08,0,0.3,15.38,17.516666666666666,0
1,2,4.1,1,N,142,114,1,15,0,0.5,3.15,0,0.3,18.95,16.25,0
2,1,0.93,1,N,125,249,1,5.5,0,0.5,1.26,0,0.3,7.56,5.283333333333333,1
1,1,0.7,1,N,164,234,1,5,0.5,0.5,0.95,0,0.3,7.25,4.2,1
1,1,2.7,1,N,234,231,1,10.5,0,0.5,0.57,0,0.3,11.87,10.516666666666667,0
2,1,1.5,1,N,142,229,1,8,0,0.5,1.5,0,0.3,10.3,10.183333333333334,1
1,1,0.7,1,N,239,142,1,6.5,0,0.5,1,0,0.3,8.3,7.766666666666667,0
2,1,4.17,1,N,263,107,1,14,0.5,0.5,3.06,0,0.3,18.36,11.083333333333334,0
2,1,0.87,1,N,100,164,1,5.5,0.5,0.5,1.7,0,0.3,8.5,5.5,0
1,1,2.2,1,N,239,166,1,10.5,0,0.5,2.26,0,0.3,13.56,11.516666666666667,1
2,2,0.74,1,N,90,107,1,9,0,0.5,1.96,0,0.3,11.76,12.766666666666667,1
2,1,1.9,1,N,162,48,1,13,0,0.5,1,0,0.3,14.8,19.833333333333332,0
1,1,1.8,1,N,161,141,1,8.5,0.5,0.5,1.95,0,0.3,11.75,9.2,0
1,1,10.7,1,N,161,138,1,30,0.5,0.5,9.25,5.8,0.3,46.35,16.933333333333334,0
2,5,0.58,1,N,142,143,1,4,0.5,0.5,1.06,0,0.3,6.36,2.8,1
2,1,1.56,1,N,79,249,1,10.5,0.5,0.5,2.36,0,0.3,14.16,14.3,1
2,1,1.28,1,N,237,75,1,6,0.5,0.5,2.19,0,0.3,9.49,4.783333333333333,1
2,1,3.39,1,N,79,48,1,19.5,0,0.5,4.06,0,0.3,24.36,29.633333333333333,1
1,1,2.6,1,N,234,13,1,12.5,0,0.5,2.65,0,0.3,15.95,15.8,0
2,1,0.58,1,N,100,230,1,5,0.5,0.5,1.58,0,0.3,7.88,4.583333333333333,0
2,1,0.76,1,N,90,113,1,6.5,0,0.5,1.46,0,0.3,8.76,7.916666666666667,1
2,2,1.69,1,N,162,186,1,8,0,0.5,2,0,0.3,10.8,8.183333333333334,1
2,1,2.41,1,N,43,162,1,12.5,0,0.5,2.66,0,0.3,15.96,16.433333333333334,0
2,1,1.67,1,N,170,43,1,11.5,0,0.5,2.46,0,0.3,14.76,16.6,1
2,2,1.55,1,N,113,137,1,10,0.5,0.5,1.75,0,0.3,13.05,13.25,0
